,gH2AX_foci,pRPA_foci,RAD51_foci
U54-TMA-9_sceneA08_cell1609.0,0.0,,
U54-TMA-9_sceneA08_cell1615.0,,0.0,
U54-TMA-9_sceneA08_cell1618.0,0.0,,
U54-TMA-9_sceneA08_cell1637.0,0.0,,
U54-TMA-9_sceneA08_cell1641.0,,0.0,
U54-TMA-9_sceneA08_cell1644.0,0.0,,
U54-TMA-9_sceneA08_cell1651.0,,0.0,
U54-TMA-9_sceneA08_cell1654.0,0.0,,
U54-TMA-9_sceneA08_cell1655.0,0.0,,
U54-TMA-9_sceneA08_cell1660.0,0.0,,
U54-TMA-9_sceneA08_cell1690.0,0.0,,
U54-TMA-9_sceneA08_cell1694.0,0.0,,
U54-TMA-9_sceneA08_cell1708.0,0.0,,
U54-TMA-9_sceneA08_cell1712.0,0.0,,
U54-TMA-9_sceneA08_cell1715.0,0.0,,
U54-TMA-9_sceneA08_cell1736.0,0.0,,
U54-TMA-9_sceneA08_cell1737.0,0.0,,
U54-TMA-9_sceneA08_cell1740.0,0.0,,
U54-TMA-9_sceneA08_cell1754.0,0.0,,
U54-TMA-9_sceneA08_cell1763.0,0.0,,
U54-TMA-9_sceneA08_cell1780.0,0.0,,
U54-TMA-9_sceneA08_cell1782.0,0.0,,
U54-TMA-9_sceneA08_cell1785.0,0.0,,
U54-TMA-9_sceneA08_cell1815.0,0.0,,
U54-TMA-9_sceneA08_cell1818.0,1.0,,
U54-TMA-9_sceneA08_cell1841.0,0.0,,
U54-TMA-9_sceneA08_cell1849.0,0.0,,
U54-TMA-9_sceneA08_cell1860.0,0.0,,
U54-TMA-9_sceneA08_cell1862.0,0.0,,
U54-TMA-9_sceneA08_cell1876.0,0.0,,
U54-TMA-9_sceneA08_cell1883.0,0.0,,
U54-TMA-9_sceneA08_cell1885.0,,2.0,
U54-TMA-9_sceneA08_cell1892.0,0.0,,
U54-TMA-9_sceneA08_cell1896.0,0.0,,
U54-TMA-9_sceneA08_cell1899.0,0.0,,
U54-TMA-9_sceneA08_cell1904.0,0.0,,
U54-TMA-9_sceneA08_cell1911.0,0.0,,
U54-TMA-9_sceneA08_cell1921.0,0.0,,
U54-TMA-9_sceneA08_cell1929.0,0.0,,
U54-TMA-9_sceneA08_cell1931.0,0.0,,
U54-TMA-9_sceneA08_cell1932.0,0.0,,
U54-TMA-9_sceneA08_cell1940.0,0.0,,
U54-TMA-9_sceneA08_cell1959.0,0.0,,
U54-TMA-9_sceneA08_cell1963.0,0.0,,
U54-TMA-9_sceneA08_cell1970.0,0.0,,
U54-TMA-9_sceneA08_cell1973.0,0.0,,
U54-TMA-9_sceneA08_cell1978.0,0.0,,
U54-TMA-9_sceneA08_cell1981.0,0.0,,
U54-TMA-9_sceneA08_cell1983.0,0.0,,
U54-TMA-9_sceneA08_cell1986.0,0.0,,
U54-TMA-9_sceneA08_cell1989.0,0.0,,
U54-TMA-9_sceneA08_cell2012.0,0.0,,
U54-TMA-9_sceneA08_cell2018.0,0.0,,
U54-TMA-9_sceneA08_cell2029.0,0.0,,
U54-TMA-9_sceneA08_cell2030.0,0.0,,
U54-TMA-9_sceneA08_cell2046.0,0.0,,
U54-TMA-9_sceneA08_cell2052.0,0.0,,
U54-TMA-9_sceneA08_cell2055.0,0.0,,
U54-TMA-9_sceneA08_cell2059.0,0.0,,
U54-TMA-9_sceneA08_cell2062.0,0.0,,
U54-TMA-9_sceneA08_cell2071.0,1.0,,
U54-TMA-9_sceneA08_cell2078.0,0.0,,
U54-TMA-9_sceneA08_cell2082.0,0.0,,
U54-TMA-9_sceneA08_cell2085.0,0.0,,
U54-TMA-9_sceneA08_cell2090.0,0.0,,
U54-TMA-9_sceneA08_cell2091.0,,0.0,
U54-TMA-9_sceneA08_cell2100.0,0.0,,
U54-TMA-9_sceneA08_cell2102.0,0.0,,
U54-TMA-9_sceneA08_cell2113.0,0.0,,
U54-TMA-9_sceneA08_cell2114.0,0.0,,
U54-TMA-9_sceneA08_cell2125.0,0.0,,
U54-TMA-9_sceneA08_cell2134.0,0.0,,
U54-TMA-9_sceneA08_cell2145.0,0.0,,
U54-TMA-9_sceneA08_cell2153.0,0.0,,
U54-TMA-9_sceneA08_cell2154.0,0.0,,
U54-TMA-9_sceneA08_cell2155.0,0.0,,
U54-TMA-9_sceneA08_cell2161.0,0.0,,
U54-TMA-9_sceneA08_cell2179.0,0.0,,
U54-TMA-9_sceneA08_cell2190.0,0.0,,
U54-TMA-9_sceneA08_cell2206.0,0.0,,
U54-TMA-9_sceneA08_cell2213.0,0.0,,
U54-TMA-9_sceneA08_cell2219.0,0.0,,
U54-TMA-9_sceneA08_cell2225.0,0.0,,
U54-TMA-9_sceneA08_cell2230.0,0.0,,
U54-TMA-9_sceneA08_cell2232.0,0.0,,
U54-TMA-9_sceneA08_cell2234.0,0.0,,
U54-TMA-9_sceneA08_cell2257.0,0.0,,
U54-TMA-9_sceneA08_cell2258.0,0.0,,
U54-TMA-9_sceneA08_cell2274.0,0.0,,
U54-TMA-9_sceneA08_cell2282.0,0.0,,
U54-TMA-9_sceneA08_cell2294.0,0.0,,
U54-TMA-9_sceneA08_cell2304.0,0.0,,
U54-TMA-9_sceneA08_cell2311.0,0.0,,
U54-TMA-9_sceneA08_cell2316.0,0.0,,
U54-TMA-9_sceneA08_cell2341.0,0.0,,
U54-TMA-9_sceneA08_cell2344.0,0.0,,
U54-TMA-9_sceneA08_cell2359.0,0.0,,
U54-TMA-9_sceneA08_cell2368.0,0.0,,
U54-TMA-9_sceneA08_cell2370.0,0.0,,
U54-TMA-9_sceneA08_cell2379.0,0.0,,
U54-TMA-9_sceneA08_cell2395.0,0.0,,
U54-TMA-9_sceneA08_cell2406.0,0.0,,
U54-TMA-9_sceneA08_cell2416.0,0.0,,
U54-TMA-9_sceneA08_cell2419.0,0.0,,
U54-TMA-9_sceneA08_cell2428.0,0.0,,
U54-TMA-9_sceneA08_cell2434.0,0.0,,
U54-TMA-9_sceneA08_cell2444.0,0.0,,
U54-TMA-9_sceneA08_cell2466.0,0.0,,
U54-TMA-9_sceneA08_cell2469.0,0.0,,
U54-TMA-9_sceneA08_cell2477.0,0.0,,
U54-TMA-9_sceneA08_cell2481.0,0.0,,
U54-TMA-9_sceneA08_cell2494.0,,0.0,
U54-TMA-9_sceneA08_cell2503.0,0.0,,
U54-TMA-9_sceneA08_cell2516.0,0.0,,
U54-TMA-9_sceneA08_cell2520.0,,0.0,
U54-TMA-9_sceneA08_cell2524.0,,0.0,
U54-TMA-9_sceneA08_cell2525.0,0.0,,
U54-TMA-9_sceneA08_cell2531.0,0.0,,
U54-TMA-9_sceneA08_cell2534.0,0.0,,
U54-TMA-9_sceneA08_cell2535.0,0.0,,
U54-TMA-9_sceneA08_cell2537.0,0.0,,
U54-TMA-9_sceneA08_cell2545.0,0.0,,
U54-TMA-9_sceneA08_cell2547.0,0.0,,
U54-TMA-9_sceneA08_cell2554.0,0.0,,
U54-TMA-9_sceneA08_cell2555.0,0.0,,
U54-TMA-9_sceneA08_cell2566.0,0.0,,
U54-TMA-9_sceneA08_cell2571.0,0.0,,
U54-TMA-9_sceneA08_cell2587.0,0.0,,
U54-TMA-9_sceneA08_cell2590.0,0.0,,
U54-TMA-9_sceneA08_cell2601.0,0.0,,
U54-TMA-9_sceneA08_cell2603.0,0.0,,
U54-TMA-9_sceneA08_cell2613.0,0.0,,
U54-TMA-9_sceneA08_cell2620.0,0.0,,
U54-TMA-9_sceneA08_cell2625.0,0.0,,
U54-TMA-9_sceneA08_cell2629.0,0.0,,
U54-TMA-9_sceneA08_cell2637.0,0.0,,
U54-TMA-9_sceneA08_cell2643.0,0.0,,
U54-TMA-9_sceneA08_cell2662.0,0.0,,
U54-TMA-9_sceneA08_cell2689.0,0.0,,
U54-TMA-9_sceneA08_cell2700.0,,0.0,
U54-TMA-9_sceneA08_cell2734.0,,0.0,
U54-TMA-9_sceneA08_cell2743.0,,0.0,
U54-TMA-9_sceneA08_cell2755.0,0.0,,
U54-TMA-9_sceneA08_cell2765.0,0.0,,
U54-TMA-9_sceneA08_cell2776.0,0.0,,
U54-TMA-9_sceneA08_cell2780.0,0.0,,
U54-TMA-9_sceneA08_cell2792.0,0.0,,
U54-TMA-9_sceneA08_cell2796.0,0.0,,
U54-TMA-9_sceneA08_cell2816.0,0.0,,
U54-TMA-9_sceneA08_cell2817.0,0.0,,
U54-TMA-9_sceneA08_cell2821.0,0.0,,
U54-TMA-9_sceneA08_cell2831.0,0.0,,
U54-TMA-9_sceneA08_cell2838.0,,0.0,
U54-TMA-9_sceneA08_cell2844.0,0.0,,
U54-TMA-9_sceneA08_cell2858.0,0.0,,
U54-TMA-9_sceneA08_cell2866.0,0.0,,
U54-TMA-9_sceneA08_cell2883.0,,1.0,
U54-TMA-9_sceneA08_cell2886.0,0.0,,
U54-TMA-9_sceneA08_cell2968.0,0.0,,
U54-TMA-9_sceneA08_cell3002.0,0.0,,
U54-TMA-9_sceneA08_cell3094.0,1.0,1.0,
U54-TMA-9_sceneA08_cell3098.0,,2.0,
U54-TMA-9_sceneA08_cell3298.0,,0.0,0.0
U54-TMA-9_sceneA08_cell3342.0,,0.0,
U54-TMA-9_sceneA08_cell3500.0,,,0.0
U54-TMA-9_sceneA08_cell3512.0,,,0.0
U54-TMA-9_sceneA08_cell3513.0,,,0.0
U54-TMA-9_sceneA08_cell3588.0,,,0.0
U54-TMA-9_sceneA08_cell3601.0,,,0.0
U54-TMA-9_sceneA08_cell3626.0,,,0.0
U54-TMA-9_sceneA08_cell3657.0,,,0.0
U54-TMA-9_sceneA08_cell3704.0,,,0.0
U54-TMA-9_sceneA08_cell3726.0,,,0.0
U54-TMA-9_sceneA08_cell3755.0,,,0.0
U54-TMA-9_sceneA08_cell3933.0,,0.0,
U54-TMA-9_sceneA08_cell3942.0,,,0.0
U54-TMA-9_sceneA09_cell7.0,,0.0,
U54-TMA-9_sceneA09_cell103.0,,0.0,
U54-TMA-9_sceneA09_cell212.0,,,0.0
U54-TMA-9_sceneA09_cell836.0,,0.0,
U54-TMA-9_sceneA09_cell960.0,3.0,,
U54-TMA-9_sceneA09_cell2120.0,0.0,,
U54-TMA-9_sceneA09_cell2665.0,,0.0,
U54-TMA-9_sceneA09_cell2679.0,,0.0,
U54-TMA-9_sceneA09_cell3278.0,7.0,0.0,
U54-TMA-9_sceneA09_cell3308.0,1.0,,
U54-TMA-9_sceneA09_cell3411.0,,0.0,
U54-TMA-9_sceneA09_cell3427.0,1.0,,
U54-TMA-9_sceneA09_cell3456.0,,0.0,
U54-TMA-9_sceneA09_cell3485.0,,,0.0
U54-TMA-9_sceneA09_cell3533.0,,0.0,
U54-TMA-9_sceneA09_cell3555.0,0.0,,
U54-TMA-9_sceneA09_cell3562.0,1.0,,
U54-TMA-9_sceneA09_cell3563.0,,0.0,
U54-TMA-9_sceneA09_cell3567.0,,0.0,
U54-TMA-9_sceneA09_cell3702.0,,0.0,
U54-TMA-9_sceneA09_cell3706.0,,0.0,
U54-TMA-9_sceneA09_cell4212.0,,0.0,
U54-TMA-9_sceneA09_cell4229.0,4.0,,
U54-TMA-9_sceneA09_cell4363.0,,0.0,
U54-TMA-9_sceneA09_cell4448.0,,0.0,
U54-TMA-9_sceneA09_cell4499.0,1.0,,
U54-TMA-9_sceneA09_cell4506.0,6.0,,
U54-TMA-9_sceneA09_cell4513.0,,0.0,
U54-TMA-9_sceneA09_cell4547.0,,0.0,
U54-TMA-9_sceneA09_cell4553.0,0.0,,
U54-TMA-9_sceneA09_cell4559.0,,0.0,
U54-TMA-9_sceneA09_cell4573.0,0.0,,
U54-TMA-9_sceneA09_cell4606.0,3.0,,
U54-TMA-9_sceneA09_cell4626.0,0.0,,
U54-TMA-9_sceneA09_cell4635.0,3.0,,
U54-TMA-9_sceneA09_cell4637.0,,0.0,
U54-TMA-9_sceneA09_cell4647.0,,0.0,
U54-TMA-9_sceneA09_cell4653.0,,0.0,
U54-TMA-9_sceneA09_cell4660.0,,0.0,
U54-TMA-9_sceneA09_cell4663.0,2.0,,
U54-TMA-9_sceneA09_cell4689.0,,4.0,
U54-TMA-9_sceneA09_cell4721.0,7.0,,
U54-TMA-9_sceneA09_cell4728.0,,3.0,
U54-TMA-9_sceneA09_cell4783.0,,0.0,
U54-TMA-9_sceneA09_cell4786.0,,0.0,
U54-TMA-9_sceneA09_cell4806.0,,0.0,
U54-TMA-9_sceneA09_cell4809.0,,0.0,
U54-TMA-9_sceneA09_cell4813.0,,0.0,
U54-TMA-9_sceneA09_cell4825.0,,0.0,
U54-TMA-9_sceneA09_cell4897.0,0.0,,
U54-TMA-9_sceneA09_cell4918.0,0.0,,
U54-TMA-9_sceneA09_cell4974.0,0.0,,
U54-TMA-9_sceneA09_cell4983.0,,0.0,
U54-TMA-9_sceneA09_cell4985.0,1.0,,
U54-TMA-9_sceneA09_cell5014.0,0.0,,
U54-TMA-9_sceneA09_cell5016.0,9.0,,
U54-TMA-9_sceneA09_cell5033.0,0.0,,
U54-TMA-9_sceneA09_cell5040.0,1.0,,
U54-TMA-9_sceneA09_cell5058.0,0.0,,
U54-TMA-9_sceneA09_cell5085.0,1.0,,
U54-TMA-9_sceneA09_cell5097.0,3.0,0.0,
U54-TMA-9_sceneA09_cell5100.0,0.0,,
U54-TMA-9_sceneA09_cell5119.0,2.0,,
U54-TMA-9_sceneA09_cell5207.0,0.0,,
U54-TMA-9_sceneA09_cell5228.0,0.0,,
U54-TMA-9_sceneA09_cell5290.0,,0.0,
U54-TMA-9_sceneA09_cell5391.0,,1.0,
U54-TMA-9_sceneA09_cell5428.0,3.0,,
U54-TMA-9_sceneA09_cell5430.0,0.0,,
U54-TMA-9_sceneA09_cell5462.0,0.0,,
U54-TMA-9_sceneA09_cell5464.0,0.0,,
U54-TMA-9_sceneA09_cell5534.0,,0.0,
U54-TMA-9_sceneA09_cell5544.0,,0.0,
U54-TMA-9_sceneA09_cell5595.0,1.0,,
U54-TMA-9_sceneA09_cell5600.0,3.0,,
U54-TMA-9_sceneA09_cell5677.0,,0.0,
U54-TMA-9_sceneA09_cell5680.0,1.0,,
U54-TMA-9_sceneA09_cell5717.0,0.0,,
U54-TMA-9_sceneA09_cell5738.0,,0.0,
U54-TMA-9_sceneA09_cell5778.0,1.0,,
U54-TMA-9_sceneA09_cell5863.0,0.0,,
U54-TMA-9_sceneA09_cell5979.0,,0.0,
U54-TMA-9_sceneA09_cell5996.0,,0.0,
U54-TMA-9_sceneA09_cell6062.0,,0.0,
U54-TMA-9_sceneA09_cell6134.0,1.0,,
U54-TMA-9_sceneA09_cell6179.0,1.0,,
U54-TMA-9_sceneA09_cell6199.0,2.0,,
U54-TMA-9_sceneA09_cell6233.0,1.0,,
U54-TMA-9_sceneA09_cell6299.0,3.0,,
U54-TMA-9_sceneA09_cell6523.0,,0.0,
U54-TMA-9_sceneA09_cell6613.0,2.0,,
U54-TMA-9_sceneA09_cell6695.0,,0.0,
U54-TMA-9_sceneA09_cell6707.0,0.0,,
U54-TMA-9_sceneA09_cell6715.0,,0.0,
U54-TMA-9_sceneA09_cell6739.0,,0.0,
U54-TMA-9_sceneA09_cell6904.0,2.0,,
U54-TMA-9_sceneA09_cell6909.0,,0.0,
U54-TMA-9_sceneA09_cell6916.0,1.0,,
U54-TMA-9_sceneA09_cell6917.0,1.0,,
U54-TMA-9_sceneA09_cell7134.0,1.0,,
U54-TMA-9_sceneA09_cell7153.0,4.0,,
U54-TMA-9_sceneA09_cell7186.0,1.0,,
U54-TMA-9_sceneA09_cell7200.0,0.0,,
U54-TMA-9_sceneA09_cell7201.0,,0.0,
U54-TMA-9_sceneA09_cell7212.0,,0.0,
U54-TMA-9_sceneA09_cell7213.0,0.0,,
U54-TMA-9_sceneA09_cell7229.0,2.0,,
U54-TMA-9_sceneA09_cell7230.0,,0.0,
U54-TMA-9_sceneA09_cell7237.0,1.0,,
U54-TMA-9_sceneA10_cell1.0,,0.0,
U54-TMA-9_sceneA10_cell14.0,,0.0,0.0
U54-TMA-9_sceneA10_cell39.0,,1.0,
U54-TMA-9_sceneA10_cell59.0,,0.0,
U54-TMA-9_sceneA10_cell68.0,,0.0,
U54-TMA-9_sceneA10_cell73.0,,0.0,
U54-TMA-9_sceneA10_cell142.0,,0.0,
U54-TMA-9_sceneA10_cell161.0,2.0,,
U54-TMA-9_sceneA10_cell206.0,,0.0,0.0
U54-TMA-9_sceneA10_cell226.0,,2.0,
U54-TMA-9_sceneA10_cell233.0,,0.0,
U54-TMA-9_sceneA10_cell237.0,,0.0,
U54-TMA-9_sceneA10_cell253.0,,0.0,0.0
U54-TMA-9_sceneA10_cell283.0,,,0.0
U54-TMA-9_sceneA10_cell315.0,,0.0,
U54-TMA-9_sceneA10_cell338.0,1.0,,
U54-TMA-9_sceneA10_cell364.0,,,0.0
U54-TMA-9_sceneA10_cell373.0,,0.0,
U54-TMA-9_sceneA10_cell390.0,,0.0,
U54-TMA-9_sceneA10_cell465.0,,0.0,
U54-TMA-9_sceneA10_cell472.0,,0.0,
U54-TMA-9_sceneA10_cell552.0,,,5.0
U54-TMA-9_sceneA10_cell575.0,,,3.0
U54-TMA-9_sceneA10_cell625.0,,0.0,
U54-TMA-9_sceneA10_cell664.0,,0.0,
U54-TMA-9_sceneA10_cell665.0,,0.0,
U54-TMA-9_sceneA10_cell718.0,,0.0,
U54-TMA-9_sceneA10_cell721.0,,,0.0
U54-TMA-9_sceneA10_cell798.0,,0.0,0.0
U54-TMA-9_sceneA10_cell812.0,,0.0,
U54-TMA-9_sceneA10_cell814.0,,,0.0
U54-TMA-9_sceneA10_cell843.0,2.0,,
U54-TMA-9_sceneA10_cell856.0,,,0.0
U54-TMA-9_sceneA10_cell860.0,,,0.0
U54-TMA-9_sceneA10_cell866.0,,,0.0
U54-TMA-9_sceneA10_cell867.0,,,0.0
U54-TMA-9_sceneA10_cell880.0,,,0.0
U54-TMA-9_sceneA10_cell938.0,,1.0,0.0
U54-TMA-9_sceneA10_cell948.0,,0.0,
U54-TMA-9_sceneA10_cell982.0,,0.0,
U54-TMA-9_sceneA10_cell1020.0,,,0.0
U54-TMA-9_sceneA10_cell1024.0,,0.0,
U54-TMA-9_sceneA10_cell1090.0,,,0.0
U54-TMA-9_sceneA10_cell1329.0,,0.0,
U54-TMA-9_sceneA10_cell1339.0,,0.0,
U54-TMA-9_sceneA10_cell1387.0,,0.0,
U54-TMA-9_sceneA10_cell1409.0,,1.0,
U54-TMA-9_sceneA10_cell1420.0,,0.0,
U54-TMA-9_sceneA10_cell1421.0,,0.0,
U54-TMA-9_sceneA10_cell1453.0,,0.0,
U54-TMA-9_sceneA10_cell1553.0,,0.0,
U54-TMA-9_sceneA10_cell1637.0,,0.0,
U54-TMA-9_sceneA10_cell1672.0,,0.0,
U54-TMA-9_sceneA10_cell1679.0,,0.0,
U54-TMA-9_sceneA10_cell1739.0,,0.0,
U54-TMA-9_sceneA10_cell1773.0,,0.0,
U54-TMA-9_sceneA10_cell1898.0,1.0,,
U54-TMA-9_sceneA10_cell2020.0,,7.0,
U54-TMA-9_sceneA11_cell15.0,,0.0,
U54-TMA-9_sceneA11_cell20.0,,,0.0
U54-TMA-9_sceneA11_cell63.0,,0.0,
U54-TMA-9_sceneA11_cell125.0,,0.0,
U54-TMA-9_sceneA11_cell133.0,,1.0,
U54-TMA-9_sceneA11_cell137.0,,0.0,
U54-TMA-9_sceneA11_cell147.0,,0.0,
U54-TMA-9_sceneA11_cell158.0,,0.0,
U54-TMA-9_sceneA11_cell164.0,,0.0,
U54-TMA-9_sceneA11_cell167.0,,1.0,
U54-TMA-9_sceneA11_cell169.0,,0.0,
U54-TMA-9_sceneA11_cell176.0,,0.0,
U54-TMA-9_sceneA11_cell178.0,,0.0,
U54-TMA-9_sceneA11_cell182.0,,0.0,
U54-TMA-9_sceneA11_cell187.0,,0.0,
U54-TMA-9_sceneA11_cell194.0,,0.0,
U54-TMA-9_sceneA11_cell223.0,,0.0,
U54-TMA-9_sceneA11_cell231.0,,0.0,
U54-TMA-9_sceneA11_cell238.0,,0.0,
U54-TMA-9_sceneA11_cell243.0,,1.0,
U54-TMA-9_sceneA11_cell255.0,,0.0,
U54-TMA-9_sceneA11_cell261.0,,1.0,
U54-TMA-9_sceneA11_cell272.0,,1.0,
U54-TMA-9_sceneA11_cell275.0,,0.0,
U54-TMA-9_sceneA11_cell282.0,,0.0,
U54-TMA-9_sceneA11_cell284.0,,1.0,
U54-TMA-9_sceneA11_cell285.0,,0.0,
U54-TMA-9_sceneA11_cell288.0,,1.0,
U54-TMA-9_sceneA11_cell289.0,,0.0,
U54-TMA-9_sceneA11_cell313.0,,1.0,
U54-TMA-9_sceneA11_cell318.0,,1.0,
U54-TMA-9_sceneA11_cell337.0,,0.0,
U54-TMA-9_sceneA11_cell366.0,,0.0,
U54-TMA-9_sceneA11_cell372.0,,0.0,
U54-TMA-9_sceneA11_cell387.0,,0.0,
U54-TMA-9_sceneA11_cell389.0,,0.0,
U54-TMA-9_sceneA11_cell430.0,,4.0,
U54-TMA-9_sceneA11_cell431.0,,2.0,0.0
U54-TMA-9_sceneA11_cell441.0,,0.0,
U54-TMA-9_sceneA11_cell449.0,,0.0,
U54-TMA-9_sceneA11_cell461.0,,0.0,
U54-TMA-9_sceneA11_cell464.0,,0.0,
U54-TMA-9_sceneA11_cell465.0,,0.0,0.0
U54-TMA-9_sceneA11_cell472.0,,0.0,
U54-TMA-9_sceneA11_cell488.0,,0.0,
U54-TMA-9_sceneA11_cell527.0,,2.0,
U54-TMA-9_sceneA11_cell545.0,,,0.0
U54-TMA-9_sceneA11_cell549.0,,0.0,
U54-TMA-9_sceneA11_cell550.0,,0.0,
U54-TMA-9_sceneA11_cell556.0,,,0.0
U54-TMA-9_sceneA11_cell557.0,,0.0,
U54-TMA-9_sceneA11_cell581.0,,0.0,
U54-TMA-9_sceneA11_cell598.0,,2.0,
U54-TMA-9_sceneA11_cell599.0,,0.0,
U54-TMA-9_sceneA11_cell601.0,,0.0,
U54-TMA-9_sceneA11_cell613.0,,1.0,
U54-TMA-9_sceneA11_cell615.0,,1.0,
U54-TMA-9_sceneA11_cell616.0,,2.0,
U54-TMA-9_sceneA11_cell631.0,,0.0,
U54-TMA-9_sceneA11_cell641.0,,0.0,
U54-TMA-9_sceneA11_cell650.0,,0.0,
U54-TMA-9_sceneA11_cell651.0,,0.0,
U54-TMA-9_sceneA11_cell660.0,,1.0,
U54-TMA-9_sceneA11_cell665.0,,0.0,
U54-TMA-9_sceneA11_cell698.0,,0.0,
U54-TMA-9_sceneA11_cell702.0,,0.0,
U54-TMA-9_sceneA11_cell706.0,,0.0,
U54-TMA-9_sceneA11_cell707.0,,1.0,
U54-TMA-9_sceneA11_cell709.0,,0.0,
U54-TMA-9_sceneA11_cell723.0,,0.0,
U54-TMA-9_sceneA11_cell724.0,,1.0,
U54-TMA-9_sceneA11_cell728.0,,2.0,
U54-TMA-9_sceneA11_cell730.0,,1.0,
U54-TMA-9_sceneA11_cell745.0,,1.0,
U54-TMA-9_sceneA11_cell748.0,,0.0,
U54-TMA-9_sceneA11_cell750.0,,0.0,
U54-TMA-9_sceneA11_cell751.0,,0.0,
U54-TMA-9_sceneA11_cell755.0,,0.0,
U54-TMA-9_sceneA11_cell756.0,,0.0,
U54-TMA-9_sceneA11_cell758.0,,0.0,
U54-TMA-9_sceneA11_cell763.0,,0.0,
U54-TMA-9_sceneA11_cell765.0,,1.0,
U54-TMA-9_sceneA11_cell766.0,,0.0,
U54-TMA-9_sceneA11_cell767.0,,0.0,
U54-TMA-9_sceneA11_cell771.0,,0.0,
U54-TMA-9_sceneA11_cell773.0,,0.0,
U54-TMA-9_sceneA11_cell779.0,,0.0,
U54-TMA-9_sceneA11_cell780.0,,0.0,
U54-TMA-9_sceneA11_cell790.0,,0.0,
U54-TMA-9_sceneA11_cell792.0,,0.0,
U54-TMA-9_sceneA11_cell794.0,,2.0,
U54-TMA-9_sceneA11_cell795.0,,1.0,
U54-TMA-9_sceneA11_cell797.0,,1.0,
U54-TMA-9_sceneA11_cell800.0,,1.0,
U54-TMA-9_sceneA11_cell803.0,,1.0,
U54-TMA-9_sceneA11_cell804.0,,0.0,
U54-TMA-9_sceneA11_cell805.0,,0.0,
U54-TMA-9_sceneA11_cell806.0,,1.0,
U54-TMA-9_sceneA11_cell810.0,,1.0,
U54-TMA-9_sceneA11_cell812.0,,0.0,
U54-TMA-9_sceneA11_cell826.0,,3.0,
U54-TMA-9_sceneA11_cell839.0,,0.0,
U54-TMA-9_sceneA11_cell843.0,,1.0,
U54-TMA-9_sceneA11_cell860.0,,,0.0
U54-TMA-9_sceneA11_cell876.0,,0.0,
U54-TMA-9_sceneA11_cell884.0,,1.0,
U54-TMA-9_sceneA11_cell895.0,,,0.0
U54-TMA-9_sceneA11_cell905.0,,0.0,
U54-TMA-9_sceneA11_cell907.0,,2.0,
U54-TMA-9_sceneA11_cell909.0,,1.0,
U54-TMA-9_sceneA11_cell910.0,,0.0,
U54-TMA-9_sceneA11_cell914.0,,0.0,
U54-TMA-9_sceneA11_cell922.0,,2.0,
U54-TMA-9_sceneA11_cell926.0,,0.0,
U54-TMA-9_sceneA11_cell931.0,,2.0,
U54-TMA-9_sceneA11_cell937.0,,0.0,
U54-TMA-9_sceneA11_cell942.0,,0.0,
U54-TMA-9_sceneA11_cell965.0,,0.0,
U54-TMA-9_sceneA11_cell970.0,,0.0,
U54-TMA-9_sceneA11_cell979.0,,0.0,
U54-TMA-9_sceneA11_cell981.0,,0.0,
U54-TMA-9_sceneA11_cell982.0,,1.0,
U54-TMA-9_sceneA11_cell989.0,,2.0,
U54-TMA-9_sceneA11_cell995.0,,0.0,
U54-TMA-9_sceneA11_cell999.0,,1.0,
U54-TMA-9_sceneA11_cell1008.0,,1.0,
U54-TMA-9_sceneA11_cell1016.0,,2.0,
U54-TMA-9_sceneA11_cell1029.0,,4.0,
U54-TMA-9_sceneA11_cell1048.0,,0.0,
U54-TMA-9_sceneA11_cell1059.0,,,0.0
U54-TMA-9_sceneA11_cell1069.0,,0.0,
U54-TMA-9_sceneA11_cell1157.0,,1.0,
U54-TMA-9_sceneA11_cell1158.0,,2.0,
U54-TMA-9_sceneA11_cell1170.0,,1.0,
U54-TMA-9_sceneA11_cell1174.0,,0.0,
U54-TMA-9_sceneA11_cell1185.0,,1.0,
U54-TMA-9_sceneA11_cell1189.0,,0.0,
U54-TMA-9_sceneA11_cell1201.0,,0.0,
U54-TMA-9_sceneA11_cell1202.0,,1.0,
U54-TMA-9_sceneA11_cell1221.0,,0.0,
U54-TMA-9_sceneA11_cell1234.0,,0.0,
U54-TMA-9_sceneA11_cell1263.0,,0.0,
U54-TMA-9_sceneA11_cell1267.0,,0.0,
U54-TMA-9_sceneA11_cell1283.0,,0.0,
U54-TMA-9_sceneA11_cell1285.0,,0.0,
U54-TMA-9_sceneA11_cell1314.0,1.0,,
U54-TMA-9_sceneA11_cell1318.0,,0.0,
U54-TMA-9_sceneA11_cell1320.0,,0.0,
U54-TMA-9_sceneA11_cell1324.0,,0.0,
U54-TMA-9_sceneA11_cell1337.0,,2.0,
U54-TMA-9_sceneA11_cell1339.0,,1.0,
U54-TMA-9_sceneA11_cell1345.0,,0.0,
U54-TMA-9_sceneA11_cell1349.0,,0.0,
U54-TMA-9_sceneA11_cell1350.0,,1.0,
U54-TMA-9_sceneA11_cell1356.0,,0.0,
U54-TMA-9_sceneA11_cell1357.0,,1.0,
U54-TMA-9_sceneA11_cell1359.0,,0.0,
U54-TMA-9_sceneA11_cell1362.0,,1.0,
U54-TMA-9_sceneA11_cell1365.0,,0.0,
U54-TMA-9_sceneA11_cell1367.0,,0.0,
